FCC,BCC,HCP,IM,Phase,Alloy name,Environment,Concentration in M,Electrolyte,Corrosion potential (mV vs SCE),Pitting potential (mV vs SCE),Icorr (microA/cm2),Calculated passive window,Processing,Al,B,Be,Co,Cr,Cu,Fe,Ga,Hf,La,Mg,Mn,Mo,Nb,Ni,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Reference
1,1,0,0,FCC+BCC,Al0.5CrFe1.5MnNi0.5,0.5M H2SO4,0.5,H2SO4,-206,,5080,,arc melting,0.111111111,0,0,0,0.222222222,0,0.333333333,0,0,0,0,0.222222222,0,0,0.111111111,0,0,0,0,0,0,0,0,0,doi:10.1016/j.corsci.2008.04.011
0,0,0,0,missing,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-220,480,0.006,700,304L,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.intermet.2010.10.008
1,1,0,0,FCC+BCC,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-570,130,0.17,700,as-cast,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.intermet.2010.10.008
1,1,0,0,FCC+BCC,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-560,180,6.4,740,350 °C,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.intermet.2010.10.008
1,1,0,0,FCC+BCC,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-300,280,1.58,580,500°C,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.intermet.2010.10.008
1,1,0,0,FCC+BCC,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,40,710,0.529,670,650°C,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.intermet.2010.10.008
1,1,0,0,FCC+BCC,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-640,140,0.305,780,800°C,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.intermet.2010.10.008
1,1,0,0,FCC+BCC,Al0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-540,180,2.22,720,950°C,0.111111111,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.1016/j.intermet.2010.10.008
1,1,1,0,FCC+BCC+HCP,Al0.5CoCrCuFeNi ,Deaerated 1 N H2SO4 ,0.5,H2SO4,-0.094,,3.188,,missing,0.090909091,0,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,https://doi.org/10.1149/1.2409020
1,1,1,0,FCC+BCC+HCP,Al0.5CoCrCuFeNiB0.2,Deaerated 1 N H2SO4 ,0.5,H2SO4,-0.128,,7.257,,missing,0.087719298,0.035087719,0,0.175438596,0.175438596,0.175438596,0.175438596,0,0,0,0,0,0,0,0.175438596,0,0,0,0,0,0,0,0,0,https://doi.org/10.1149/1.2409020
1,1,1,0,FCC+BCC+HCP,Al0.5CoCrCuFeNiB0.6 ,Deaerated 1 N H2SO4,0.5,H2SO4,-0.132,,12.9,,missing,0.081967213,0.098360656,0,0.163934426,0.163934426,0.163934426,0.163934426,0,0,0,0,0,0,0,0.163934426,0,0,0,0,0,0,0,0,0,https://doi.org/10.1149/1.2409020
1,1,1,0,FCC+BCC+HCP,Al0.5CoCrCuFeNiB1.0 ,Deaerated 1 N H2SO4,0.5,H2SO4,-0.135,,22.59,,missing,0.076923077,0.153846154,0,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,https://doi.org/10.1149/1.2409020
1,0,0,0,FCC,FeCoNiCuSn0,0.6 M NaCl,0.6,NaCl,-786,-246,0.949,540,missing,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.02,0.6 M NaCl,0.6,NaCl,-845,-153,2.125,692,missing,0,0,0,0.248756219,0,0.248756219,0.248756219,0,0,0,0,0,0,0,0.248756219,0,0.004975124,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.03,0.6 M NaCl,0.6,NaCl,-853,-149,3.233,704,missing,0,0,0,0.248138958,0,0.248138958,0.248138958,0,0,0,0,0,0,0,0.248138958,0,0.007444169,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.04,0.6 M NaCl,0.6,NaCl,-722,-177,0.969,545,missing,0,0,0,0.247524752,0,0.247524752,0.247524752,0,0,0,0,0,0,0,0.247524752,0,0.00990099,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.05,0.6 M NaCl,0.6,NaCl,-851,-181,1.354,670,missing,0,0,0,0.24691358,0,0.24691358,0.24691358,0,0,0,0,0,0,0,0.24691358,0,0.012345679,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.07,0.6 M NaCl,0.6,NaCl,-859,-170,1.855,689,missing,0,0,0,0.245700246,0,0.245700246,0.245700246,0,0,0,0,0,0,0,0.245700246,0,0.017199017,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,1,0,0,FCC+BCC,FeCoNiCuSn0.09,0.6 M NaCl,0.6,NaCl,-929,-189,2.032,740,missing,0,0,0,0.244498778,0,0.244498778,0.244498778,0,0,0,0,0,0,0,0.244498778,0,0.02200489,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0,5% NaOH,1.32,NaOH,-984,380,1.398,1364,missing,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.02,5% NaOH,1.32,NaOH,-1009,389,1.053,1398,missing,0,0,0,0.248756219,0,0.248756219,0.248756219,0,0,0,0,0,0,0,0.248756219,0,0.004975124,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.03,5% NaOH,1.32,NaOH,-979,381,0.933,1360,missing,0,0,0,0.248138958,0,0.248138958,0.248138958,0,0,0,0,0,0,0,0.248138958,0,0.007444169,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.04,5% NaOH,1.32,NaOH,-1013,391,1.37,1404,missing,0,0,0,0.247524752,0,0.247524752,0.247524752,0,0,0,0,0,0,0,0.247524752,0,0.00990099,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.05,5% NaOH,1.32,NaOH,-971,386,1.818,1357,missing,0,0,0,0.24691358,0,0.24691358,0.24691358,0,0,0,0,0,0,0,0.24691358,0,0.012345679,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,0,0,0,FCC,FeCoNiCuSn0.07,5% NaOH,1.32,NaOH,-1005,375,0.952,1380,missing,0,0,0,0.245700246,0,0.245700246,0.245700246,0,0,0,0,0,0,0,0.245700246,0,0.017199017,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,1,0,0,FCC+BCC,FeCoNiCuSn0.09,5% NaOH,1.32,NaOH,-1030,382,0.869,1412,missing,0,0,0,0.244498778,0,0.244498778,0.244498778,0,0,0,0,0,0,0,0.244498778,0,0.02200489,0,0,0,0,0,0,0,https://doi.org/10.1179/1743284714Y.0000000730
1,1,0,0,FCC+BCC,Al0CoCrFeNiTi0.5,0.5M H2SO4,0.5,H2SO4,-390,,4800,,re-melting and re-solidification,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0.111111111,0,0,0,0,0,https://doi.org/10.1179/1432891714Z.000000000778
1,1,0,0,FCC+BCC,Al5CoCrFeNiTi0.5,0.5M H2SO4,0.5,H2SO4,-270,,320,,re-melting and re-solidification,0.526315789,0,0,0.105263158,0.105263158,0,0.105263158,0,0,0,0,0,0,0,0.105263158,0,0,0,0.052631579,0,0,0,0,0,https://doi.org/10.1179/1432891714Z.000000000778
1,1,0,0,FCC+BCC,Al10CoCrFeNiTi0.5,0.5M H2SO4,0.5,H2SO4,-100,,0.57,,re-melting and re-solidification,0.689655172,0,0,0.068965517,0.068965517,0,0.068965517,0,0,0,0,0,0,0,0.068965517,0,0,0,0.034482759,0,0,0,0,0,https://doi.org/10.1179/1432891714Z.000000000778
0,1,0,0,BCC,Cu0.9NiAlCoCrFe,0.6 M NaCl,0.6,NaCl,-1460,,620,,laser cladding,0.169491525,0,0,0.169491525,0.169491525,0.152542373,0.169491525,0,0,0,0,0,0,0,0.169491525,0,0,0,0,0,0,0,0,0,https://doi.org/10.1179/1432891714Z.000000000517
0,0,0,0,missing,AlCrNiCuMn,0.5M H2SO4,0.5,H2SO4,-519.7,,120.2,,melting in a induction furnace for 8000 Hz,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.4028/www.scientific.net/AMR.1128.127
0,0,0,0,missing,AlCrNiCuMn,0.5M HCl,0.5,HCl,-489.8,,129.2,,melting in a induction furnace for 8001 Hz,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.4028/www.scientific.net/AMR.1128.127
1,0,0,0,FCC,Al25Ti25Ga25Be25,1M H2SO4,1,H2SO4,-633,,2.62,,missing,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,DOI: 10.1002/maco.201206941
1,1,0,0,FCC+BCC,Cu2CrFe2NiMn2,1M H2SO4,1,H2SO4,-900,,4.02,,missing,0,0,0,0,0.125,0.25,0.25,0,0,0,0,0.25,0,0,0.125,0,0,0,0,0,0,0,0,0,DOI: 10.1002/maco.201206941
1,1,0,0,FCC+BCC/B2,AlCoCr0.5Ni,Filtered Seawater ,0.55,Seawater,-249,,0.86,,Atmospheric plasma spray,0.285714286,0,0,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.wear.2022.204443
1,1,0,0,FCC+BCC/B2,AlCoCrFeNi,Filtered Seawater ,0.55,Seawater,-321,,0.83,,Atmospheric plasma spray,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.wear.2022.204443
1,0,0,0,FCC,CoCrFeNiW 0.5,0.6 M NaCl,0.6,NaCl,-308,1077,0.135,1385,As-cast,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165602
1,0,0,0,FCC,CoCrFeNiW 0.5,0.6 M NaCl,0.6,NaCl,-303,1067,0.132,1370,600 °C,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165602
1,0,0,0,FCC,CoCrFeNiW 0.5,0.6 M NaCl,0.6,NaCl,-327,1048,0.137,1375,800 °C,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165602
1,0,0,0,FCC,CoCrFeNiW 0.5,0.6 M NaCl,0.6,NaCl,-313,980,0.242,1293,1000 °C,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165602
1,0,0,0,FCC,CoCrFeNiW 0.5,0.6 M NaCl,0.6,NaCl,-309,1086,0.186,1395,1200 °C,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165602
1,1,0,0,FCC+BCC,Al 0.5 CoCrFeNiCu,0.6 M NaCl,0.6,NaCl,-247,,57.32,,powder metallurgy,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165455
1,1,0,0,FCC+BCC,Al 1.0 CoCrFeNiCu,0.6 M NaCl,0.6,NaCl,-235,,28.58,,powder metallurgy,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165455
1,1,0,0,FCC+BCC,Al 1.5 CoCrFeNiCu,0.6 M NaCl,0.6,NaCl,-449,,41.71,,powder metallurgy,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165455
1,1,0,0,FCC+BCC,Al 2.0 CoCrFeNiCu,0.6 M NaCl,0.6,NaCl,-313,,42.58,,powder metallurgy,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165455
1,0,0,0,FCC,Al0.3Cu0.3CoCrFeNi,0.6 M NaCl,0.6,NaCl,-288,,0.273,,passivation,0.065217391,0,0,0.217391304,0.217391304,0.065217391,0.217391304,0,0,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165956
1,0,0,0,FCC,Al0.3Cu0.4CoCrFeNi,0.6 M NaCl,0.6,NaCl,-261,,0.34,,passivation,0.063829787,0,0,0.212765957,0.212765957,0.085106383,0.212765957,0,0,0,0,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165956
1,0,0,0,FCC,Al0.3Cu0.5CoCrFeNi,0.6 M NaCl,0.6,NaCl,-254,,0.743,,passivation,0.0625,0,0,0.208333333,0.208333333,0.104166667,0.208333333,0,0,0,0,0,0,0,0.208333333,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165956
1,0,0,0,FCC,Al0.3Cu0.6CoCrFeNi,0.6 M NaCl,0.6,NaCl,-248,,0.976,,passivation,0.06122449,0,0,0.204081633,0.204081633,0.12244898,0.204081633,0,0,0,0,0,0,0,0.204081633,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2022.165956
0,1,0,0,BCC1+BCC2,Fe1.125Ni1.06CrAl ,0.6 M NaCl,0.6,NaCl,-228,,0.009262,,electrochemical absorption,0.238948626,0,0,0,0.238948626,0,0.268817204,0,0,0,0,0,0,0,0.253285544,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2022.110276
0,1,0,0,BCC1+BCC2,Fe1.125Ni1.125CrAl,0.6 M NaCl,0.6,NaCl,-223,,0.0634,,electrochemical absorption,0.235294118,0,0,0,0.235294118,0,0.264705882,0,0,0,0,0,0,0,0.264705882,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2022.110276
0,1,0,0,BCC1+BCC2,FeNiCrAl ,0.6 M NaCl,0.6,NaCl,-281,,0.1896,,electrochemical absorption,0.25,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2022.110276
0,1,0,1,BCC+Leaves, TiZrHfNbFe0,Phosphate buffer saline (PBS) ,,PBS,-390,,1.093,,missing,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0.25,https://doi.org/10.1016/j.jallcom.2022.164383
0,1,0,1,BCC+Leaves, TiZrHfNbFe0.25,Phosphate buffer saline (PBS) ,,PBS,-420,,0.933,,missing,0,0,0,0,0,0,0.058823529,0,0.235294118,0,0,0,0,0.235294118,0,0,0,0,0.235294118,0,0,0,0,0.235294118,https://doi.org/10.1016/j.jallcom.2022.164383
0,1,0,1,BCC+Leaves, TiZrHfNbFe0.5,Phosphate buffer saline (PBS) ,,PBS,-300,,0.28,,missing,0,0,0,0,0,0,0.111111111,0,0.222222222,0,0,0,0,0.222222222,0,0,0,0,0.222222222,0,0,0,0,0.222222222,https://doi.org/10.1016/j.jallcom.2022.164383
0,1,0,1,BCC+Leaves, TiZrHfNbFe0.75,Phosphate buffer saline (PBS) ,,PBS,-270,1360,0.166,1630,missing,0,0,0,0,0,0,0.157894737,0,0.210526316,0,0,0,0,0.210526316,0,0,0,0,0.210526316,0,0,0,0,0.210526316,https://doi.org/10.1016/j.jallcom.2022.164383
0,1,0,1,BCC+Leaves, TiZrHfNbFe,Phosphate buffer saline (PBS) ,,PBS,-330,1220,0.518,1550,missing,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0.2,https://doi.org/10.1016/j.jallcom.2022.164383
0,1,0,1,BCC+Leaves, TiZrHfNbFe1.5,Phosphate buffer saline (PBS) ,,PBS,-490,1160,1.55,1650,missing,0,0,0,0,0,0,0.272727273,0,0.181818182,0,0,0,0,0.181818182,0,0,0,0,0.181818182,0,0,0,0,0.181818182,https://doi.org/10.1016/j.jallcom.2022.164383
0,1,0,1,BCC+Leaves, TiZrHfNbFe2,Phosphate buffer saline (PBS) ,,PBS,-510,820,2.71,1330,missing,0,0,0,0,0,0,0.333333333,0,0.166666667,0,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0,0,0,0.166666667,https://doi.org/10.1016/j.jallcom.2022.164383
0,1,0,0,BCC,TiZrHfNbTa ,Hank’s solution at 310 K,,Hanks,-302,,80,,arc-melting,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0,0.2,https://doi.org/10.1016/j.intermet.2021.107421
0,1,0,0,BCC, Ti5Zr5Hf5Nb1.5Ta1.5,Hank’s solution at 310 K,,Hanks,-407,,1190,,arc-melting,0,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0.083333333,0,0,0,0.083333333,0.277777778,0,0,0,0,0.277777778,https://doi.org/10.1016/j.intermet.2021.107421
0,1,0,0,BCC, Ti5Zr5Hf5Nb2.5Ta2.5,Hank’s solution at 310 K,,Hanks,-437,1238,1220,1675,arc-melting,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.125,0,0,0,0.125,0.25,0,0,0,0,0.25,https://doi.org/10.1016/j.intermet.2021.107421
0,0,0,1, δ + Ω,TiMoNbTaW,0.6 M NaCl,0.6,NaCl,-45.124,,0.077,,arc melting,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,https://ssrn.com/abstract=4128813
0,0,0,1, δ + Ω,TiMoNbTaWCr,0.6 M NaCl,0.6,NaCl,65.189,,0.055,,arc melting,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,https://ssrn.com/abstract=4128813
0,0,0,1, δ + Ω,Hf0.5Nb0.5Ta0.5Ti1.5Zr ,0.6 M NaCl,0.6,NaCl,-247.96,0.39,0.5,248.35,arc melting,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0,0.125,0.375,0,0,0,0,0.25,https://ssrn.com/abstract=4128813
1,0,0,1,FCC+Si,Al35Mg25Zn30Cu5Si5 ,0.6 M NaCl,0.6,NaCl,-1120,,1.44,,as-cast,0.35,0,0,0,0,0.05,0,0,0,0,0.25,0,0,0,0,0.05,0,0,0,0,0,0,0.3,0,https://doi.org/10.1016/j.jallcom.2021.163508
1,0,0,1,FCC+Si,Al35Mg20Zn30Cu5Si10,0.6 M NaCl,0.6,NaCl,-1130,,1.11,,as-cast,0.35,0,0,0,0,0.05,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0.3,0,https://doi.org/10.1016/j.jallcom.2021.163508
1,0,0,1,FCC+Si,Al35Mg20Zn30Cu5Si15,0.6 M NaCl,0.6,NaCl,-1210,,0.92,,as-cast,0.333333333,0,0,0,0,0.047619048,0,0,0,0,0.19047619,0,0,0,0,0.142857143,0,0,0,0,0,0,0.285714286,0,https://doi.org/10.1016/j.jallcom.2021.163508
1,0,0,0,FCC,Al7.5Co20.5Fe24Ni24Cr24,0.5 mol/l H2SO4 ,0.5,H2SO4,-210.552,,19.172,,AC,0.075,0,0,0.205,0.24,0,0.24,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/adem.202200780
1,0,0,0,FCC,Al7.5Co20.5Fe24Ni24Cr24,0.5 mol/l H2SO4 ,0.5,H2SO4,-145.785,,9.913,,AC+Homo,0.075,0,0,0.205,0.24,0,0.24,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/adem.202200780
1,0,0,1,FCC+B2,Al7.5Co20.5Fe24Ni24Cr24,0.5 mol/l H2SO4 ,0.5,H2SO4,-260.069,,24.976,,AC+Homo+900°C/8h,0.075,0,0,0.205,0.24,0,0.24,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/adem.202200780
1,0,0,1,FCC+B2+L1_2+σ,Al7.5Co20.5Fe24Ni24Cr24,0.5 mol/l H2SO4 ,0.5,H2SO4,-327.125,,34.516,,AC+Homo+700°C/8h,0.075,0,0,0.205,0.24,0,0.24,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/adem.202200780
1,1,0,0,FCC+BCC,CuFeTiZr,0.6 M NaCl,0.6,NaCl,-328,,0.204,,annealed at 900 ◦C,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,https://doi.org/10.3390/ma15093098
1,1,0,0,FCC+BCC,CoCrFeNi1.7Ti0.3,0.6 M NaCl,0.6,NaCl,-260,,0.0132,,annealed at 900 ◦C,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.34,0,0,0,0.06,0,0,0,0,0,https://doi.org/10.3390/ma15093098
0,1,0,1,BCC+Laves,CuFeTiZrNi0.1,0.6 M NaCl,0.6,NaCl,-292,,0.0704,,annealed at 900 ◦C,0,0,0,0,0,0.243902439,0.243902439,0,0,0,0,0,0,0,0.024390244,0,0,0,0.243902439,0,0,0,0,0.243902439,https://doi.org/10.3390/ma15093098
0,1,0,1,BCC+Laves,CuFeTiZrNi0.3,0.6 M NaCl,0.6,NaCl,-264,,0.0595,,annealed at 900 ◦C,0,0,0,0,0,0.23255814,0.23255814,0,0,0,0,0,0,0,0.069767442,0,0,0,0.23255814,0,0,0,0,0.23255814,https://doi.org/10.3390/ma15093098
1,1,0,1,FCC+BCC+Laves,CuFeTiZrNi0.5,0.6 M NaCl,0.6,NaCl,-242,,0.0565,,annealed at 900 ◦C,0,0,0,0,0,0.222222222,0.222222222,0,0,0,0,0,0,0,0.111111111,0,0,0,0.222222222,0,0,0,0,0.222222222,https://doi.org/10.3390/ma15093098
1,1,0,1,FCC+BCC+Laves+Cu51Zr14,CuFeTiZrNi0.8,0.6 M NaCl,0.6,NaCl,-240,,0.0532,,annealed at 900 ◦C,0,0,0,0,0,0.208333333,0.208333333,0,0,0,0,0,0,0,0.166666667,0,0,0,0.208333333,0,0,0,0,0.208333333,https://doi.org/10.3390/ma15093098
1,1,0,1,FCC+BCC+Laves+Cu51Zr14,CuFeTiZrNi,0.6 M NaCl,0.6,NaCl,-236,,0.0511,,annealed at 900 ◦C,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0.2,https://doi.org/10.3390/ma15093098
0,1,0,0,BCC, Ti45Zr37Nb16Fe1Mo1,Phosphate buffer saline (PBS) ,,PBS,-264,,0.15,,as-cast,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0.16,0,0,0,0,0.45,0,0,0,0,0.37,https://doi.org/10.1016/j.mtcomm.2022.103808
0,1,0,0,BCC, Ti45Zr37Nb16Fe1Mo1,Phosphate buffer saline (PBS) ,,PBS,-718,,1.73,,cold rolled,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0.16,0,0,0,0,0.45,0,0,0,0,0.37,https://doi.org/10.1016/j.mtcomm.2022.103808
0,1,0,0,BCC, Ti45Zr37Nb16Fe1Mo1,Phosphate buffer saline (PBS) ,,PBS,-509,,1.29,,Ti6Al4V,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0.16,0,0,0,0,0.45,0,0,0,0,0.37,https://doi.org/10.1016/j.mtcomm.2022.103808
1,0,0,0,FCC,FeCoCrNiAl,0.6 M NaCl,0.6,NaCl,-945,,4.78,,PVD 50A,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.surfcoat.2022.128281
1,0,0,0,FCC,FeCoCrNiAl,0.6 M NaCl,0.6,NaCl,-984,,6.3,,PVD 80A,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.surfcoat.2022.128281
1,0,0,0,FCC,FeCoCrNiAl,0.6 M NaCl,0.6,NaCl,-1010,,15.82,,304 stainless steel,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.surfcoat.2022.128281
1,0,0,0,FCC,FeCoCrNiAl,0.6 M NaCl,0.6,NaCl,-850,,3.16,,LSP 5J,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.surfcoat.2022.128281
1,0,0,0,FCC,FeCoCrNiAl,0.6 M NaCl,0.6,NaCl,-530,,1.99,,LSP 7J,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.surfcoat.2022.128281
1,0,0,0,FCC,FeCoCrNiAl,0.6 M NaCl,0.6,NaCl,-945,,5.01,,LSP cast sample,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.surfcoat.2022.128281
1,0,0,1,FCC+σ,CrFeCoNiV0.5,Deaerated 1 M H2SO4 ,1,H2SO4,-60,,29,,30 ◦C,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0.111111111,0,0,0,0,https://doi.org/10.3390/ma15103639
